           Steak          5740(0.00000957)         39760(0.00006627)        426880(0.00071147)       4157440(0.00692907)       4629820(0.00771637) 
             Ham         19100(0.00003183)        103140(0.00017190)        842240(0.00140373)       6307840(0.01051307)       7272320(0.01212053) 
    BuffaloWings         12196(0.00002033)         85372(0.00014229)        930784(0.00155131)       6786688(0.01131115)       7815040(0.01302507) 
         Sausage         28995(0.00004833)        156573(0.00026095)        988320(0.00164720)             0(0.00000000)       1173888(0.00195648) 
            Eggs         19120(0.00003187)        133840(0.00022307)       1057280(0.00176213)             0(0.00000000)       1210240(0.00201707) 
          Butter         34700(0.00005783)        185760(0.00030960)       1541120(0.00256853)             0(0.00000000)       1761580(0.00293597) 
          Cheese         39920(0.00006653)        277200(0.00046200)       1710720(0.00285120)             0(0.00000000)       2027840(0.00337973) 
           Bacon         58200(0.00009700)        407400(0.00067900)       2017600(0.00336267)             0(0.00000000)       2483200(0.00413867) 
      Mayonnaise         59600(0.00009933)        417200(0.00069533)       2574720(0.00429120)             0(0.00000000)       3051520(0.00508587) 
****************************************************************************************************
          Total:       277591(0.00046265)       1806805(0.00301134)      12099924(0.02016654)      17272448(0.02878741)      31456768(0.05242795) 
****************************************************************************************************
****************************************************************************************************
Total line combinations:671088640
games_win=0.05453491
Prob bonus=0.01118481
game_win_scatter=0.09869295
Hit rate: 0.91684387
****************************************************************************************************
****************************************************************************************************
Statistics
Combinations for each win
Step:            33554432
	 Symbol		5 in a row     4 in a row   3 in a row   2 in a row
****************************************************************************************************
          Atkins            20(0.00000003)           560(0.00000083)         10260(0.00001529)         20480(0.00003052)         31320(0.00004667) 
           Steak          8620(0.00001284)         59920(0.00008929)        649600(0.00096798)       6533120(0.00973511)       7251260(0.01080522) 
             Ham         19100(0.00002846)        103140(0.00015369)        842240(0.00125504)       6307840(0.00939941)       7272320(0.01083660) 
    BuffaloWings         15280(0.00002277)        106960(0.00015938)       1169280(0.00174236)       8601600(0.01281738)       9893120(0.01474190) 
         Sausage         31900(0.00004753)        172260(0.00025669)       1088640(0.00162220)             0(0.00000000)       1292800(0.00192642) 
            Eggs         19120(0.00002849)        133840(0.00019944)       1057280(0.00157547)             0(0.00000000)       1210240(0.00180340) 
          Butter         39900(0.00005946)        213840(0.00031865)       1774080(0.00264359)             0(0.00000000)       2027820(0.00302169) 
          Cheese         39920(0.00005949)        277200(0.00041306)       1710720(0.00254917)             0(0.00000000)       2027840(0.00302172) 
           Bacon         59520(0.00008869)        416640(0.00062084)       2063360(0.00307465)             0(0.00000000)       2539520(0.00378418) 
      Mayonnaise         59600(0.00008881)        417200(0.00062168)       2574720(0.00383663)             0(0.00000000)       3051520(0.00454712) 
****************************************************************************************************
          Total:       292980(0.00043657)       1901560(0.00283355)      12940180(0.01928237)      21463040(0.03198242)      36597760(0.05453491) 
RETURN TABLE
Return of each win
	 Symbol  5 in a row 4 in a row 3 in a row 2 in a row
************************************************************************************
          Atkins 0.00015 0.00042 0.00076 0.00015 0.00148
           Steak 0.01284 0.01786 0.03872 0.02921 0.09863
             Ham 0.01423 0.02305 0.03765 0.01880 0.09373
    BuffaloWings 0.00683 0.01594 0.04356 0.02563 0.09196
         Sausage 0.00951 0.01925 0.03244 0.00000 0.06120
            Eggs 0.00570 0.01496 0.03151 0.00000 0.05217
          Butter 0.00595 0.01593 0.03965 0.00000 0.06153
          Cheese 0.00595 0.02065 0.03824 0.00000 0.06484
           Bacon 0.00443 0.01552 0.03075 0.00000 0.05070
      Mayonnaise 0.00444 0.01554 0.03837 0.00000 0.05835
************************************************************************************
          Total:0.07003 0.15912 0.33165 0.07379 0.63460
Scatter Pays
********************************************************************************
Total Scatters   Pays   Combinations  Probability  Return
             5   100       486	  0.000014  0.001448
             4    25     20898	  0.000623  0.015570
             3     5    353916	  0.010548  0.052738
             2     0   2936772	  0.087523  0.000000
             1     0  11853054	  0.353249  0.000000
